Year,Industry,Gas Type,Gas Name,Emissions,,,,,
2006,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"193,226.8",,,,,
2006,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,929.7",,,,,
2006,Construction,CO2,Carbon Dioxide,"12,668.1",,,,,
2006,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"11,795.9",,,,,
2006,Transport and storage,CO2,Carbon Dioxide,"87,874.2",,,,,
2006,Accommodation and food services,CO2,Carbon Dioxide,"3,058.7",,,,,
2006,Information and communication,CO2,Carbon Dioxide,985.2,,,,,
2006,Financial and insurance activities,CO2,Carbon Dioxide,242.8,,,,,
2006,Real estate activities,CO2,Carbon Dioxide,822.1,,,,,
2006,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,988.4",,,,,
2006,Administrative and support service activities,CO2,Carbon Dioxide,"3,041.2",,,,,
2006,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"7,916.1",,,,,
2006,Education,CO2,Carbon Dioxide,"3,772.1",,,,,
2006,Human health and social work activities,CO2,Carbon Dioxide,"3,925.1",,,,,
2006,"Arts, entertainment and recreation",CO2,Carbon Dioxide,"1,007.3",,,,,
2006,Other service activities,CO2,Carbon Dioxide,"1,037.2",,,,,
2006,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,36.8,,,,,
2006,Consumer expenditure,CO2,Carbon Dioxide,"150,164.3",,,,,
2007,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"7,368.1",,,,,
2007,Mining and quarrying,CO2,Carbon Dioxide,"23,131.6",,,,,
2007,Manufacturing,CO2,Carbon Dioxide,"114,284.5",,,,,
2007,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"188,554.7",,,,,
2007,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,888.5",,,,,
2007,Construction,CO2,Carbon Dioxide,"13,026.9",,,,,
2007,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"12,081.7",,,,,
2007,Transport and storage,CO2,Carbon Dioxide,"91,932.5",,,,,
2007,Accommodation and food services,CO2,Carbon Dioxide,"2,992.0",,,,,
2007,Information and communication,CO2,Carbon Dioxide,973.0,,,,,
2007,Financial and insurance activities,CO2,Carbon Dioxide,237.4,,,,,
2007,Real estate activities,CO2,Carbon Dioxide,820.3,,,,,
2007,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,958.7",,,,,
2007,Administrative and support service activities,CO2,Carbon Dioxide,"3,075.5",,,,,
2007,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"7,899.7",,,,,
2007,Education,CO2,Carbon Dioxide,"3,427.7",,,,,
2007,Human health and social work activities,CO2,Carbon Dioxide,"3,910.8",,,,,
2007,"Arts, entertainment and recreation",CO2,Carbon Dioxide,944.3,,,,,
2007,Other service activities,CO2,Carbon Dioxide,951.4,,,,,
2007,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,31.3,,,,,
2007,Consumer expenditure,CO2,Carbon Dioxide,"146,771.1",,,,,
2008,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"7,265.3",,,,,
2008,Mining and quarrying,CO2,Carbon Dioxide,"22,559.9",,,,,
2008,Manufacturing,CO2,Carbon Dioxide,"106,746.6",,,,,
2008,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"184,340.4",,,,,
2008,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,317.3",,,,,
2008,Construction,CO2,Carbon Dioxide,"13,223.1",,,,,
2008,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"12,455.0",,,,,
2008,Transport and storage,CO2,Carbon Dioxide,"87,916.7",,,,,
2008,Accommodation and food services,CO2,Carbon Dioxide,"3,701.3",,,,,
2008,Information and communication,CO2,Carbon Dioxide,"1,053.4",,,,,
2008,Financial and insurance activities,CO2,Carbon Dioxide,271.4,,,,,
2008,Real estate activities,CO2,Carbon Dioxide,993.8,,,,,
2008,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"2,217.6",,,,,
2008,Administrative and support service activities,CO2,Carbon Dioxide,"3,215.6",,,,,
2008,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"7,363.4",,,,,
2008,Education,CO2,Carbon Dioxide,"3,233.9",,,,,
2008,Human health and social work activities,CO2,Carbon Dioxide,"4,399.2",,,,,
2008,"Arts, entertainment and recreation",CO2,Carbon Dioxide,"1,066.7",,,,,
2008,Other service activities,CO2,Carbon Dioxide,"1,115.7",,,,,
2008,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,30.5,,,,,
2008,Consumer expenditure,CO2,Carbon Dioxide,"146,834.0",,,,,
2009,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"7,088.5",,,,,
2009,Mining and quarrying,CO2,Carbon Dioxide,"22,405.9",,,,,
2009,Manufacturing,CO2,Carbon Dioxide,"90,909.4",,,,,
2009,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"162,736.2",,,,,
2009,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,171.9",,,,,
2009,Construction,CO2,Carbon Dioxide,"11,647.7",,,,,
2009,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"12,422.8",,,,,
2009,Transport and storage,CO2,Carbon Dioxide,"81,043.1",,,,,
2009,Accommodation and food services,CO2,Carbon Dioxide,"3,036.8",,,,,
2009,Information and communication,CO2,Carbon Dioxide,887.3,,,,,
2009,Financial and insurance activities,CO2,Carbon Dioxide,219.4,,,,,
2009,Real estate activities,CO2,Carbon Dioxide,838.6,,,,,
2009,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,810.1",,,,,
2009,Administrative and support service activities,CO2,Carbon Dioxide,"2,842.1",,,,,
2009,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"6,633.4",,,,,
2009,Education,CO2,Carbon Dioxide,"3,019.8",,,,,
2009,Human health and social work activities,CO2,Carbon Dioxide,"4,317.0",,,,,
2009,"Arts, entertainment and recreation",CO2,Carbon Dioxide,893.1,,,,,
2009,Other service activities,CO2,Carbon Dioxide,940.2,,,,,
2009,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,24.0,,,,,
2009,Consumer expenditure,CO2,Carbon Dioxide,"142,926.4",,,,,
2010,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"7,180.5",,,,,
2010,Mining and quarrying,CO2,Carbon Dioxide,"21,988.4",,,,,
2010,Manufacturing,CO2,Carbon Dioxide,"93,767.0",,,,,
2010,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"170,117.3",,,,,
2010,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,340.9",,,,,
2010,Construction,CO2,Carbon Dioxide,"11,719.4",,,,,
2010,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"12,684.7",,,,,
2010,Transport and storage,CO2,Carbon Dioxide,"81,297.4",,,,,
2010,Accommodation and food services,CO2,Carbon Dioxide,"3,271.4",,,,,
2010,Information and communication,CO2,Carbon Dioxide,907.8,,,,,
2010,Financial and insurance activities,CO2,Carbon Dioxide,228.3,,,,,
2010,Real estate activities,CO2,Carbon Dioxide,905.6,,,,,
2010,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,886.0",,,,,
2010,Administrative and support service activities,CO2,Carbon Dioxide,"2,919.2",,,,,
2010,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"6,596.1",,,,,
2010,Education,CO2,Carbon Dioxide,"3,228.6",,,,,
2010,Human health and social work activities,CO2,Carbon Dioxide,"4,633.3",,,,,
2010,"Arts, entertainment and recreation",CO2,Carbon Dioxide,889.8,,,,,
2010,Other service activities,CO2,Carbon Dioxide,942.4,,,,,
2010,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,31.5,,,,,
2010,Consumer expenditure,CO2,Carbon Dioxide,"151,310.8",,,,,
2011,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"7,289.0",,,,,
2011,Mining and quarrying,CO2,Carbon Dioxide,"19,459.4",,,,,
2011,Manufacturing,CO2,Carbon Dioxide,"90,423.0",,,,,
2011,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"157,544.3",,,,,
2011,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,285.2",,,,,
2011,Construction,CO2,Carbon Dioxide,"11,082.3",,,,,
2011,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"12,207.9",,,,,
2011,Transport and storage,CO2,Carbon Dioxide,"84,749.6",,,,,
2011,Accommodation and food services,CO2,Carbon Dioxide,"2,911.2",,,,,
2011,Information and communication,CO2,Carbon Dioxide,850.8,,,,,
2011,Financial and insurance activities,CO2,Carbon Dioxide,207.0,,,,,
2011,Real estate activities,CO2,Carbon Dioxide,831.3,,,,,
2011,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,739.0",,,,,
2011,Administrative and support service activities,CO2,Carbon Dioxide,"2,809.3",,,,,
2011,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"6,023.2",,,,,
2011,Education,CO2,Carbon Dioxide,"2,624.2",,,,,
2011,Human health and social work activities,CO2,Carbon Dioxide,"4,096.9",,,,,
2011,"Arts, entertainment and recreation",CO2,Carbon Dioxide,795.3,,,,,
2011,Other service activities,CO2,Carbon Dioxide,855.8,,,,,
2011,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,31.3,,,,,
2011,Consumer expenditure,CO2,Carbon Dioxide,"133,092.4",,,,,
2012,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"7,269.4",,,,,
2012,Mining and quarrying,CO2,Carbon Dioxide,"17,622.1",,,,,
2012,Manufacturing,CO2,Carbon Dioxide,"87,267.8",,,,,
2012,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"171,964.8",,,,,
2012,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,314.3",,,,,
2012,Construction,CO2,Carbon Dioxide,"11,683.9",,,,,
2012,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"12,368.0",,,,,
2012,Transport and storage,CO2,Carbon Dioxide,"80,836.6",,,,,
2012,Accommodation and food services,CO2,Carbon Dioxide,"3,304.7",,,,,
2012,Information and communication,CO2,Carbon Dioxide,866.5,,,,,
2012,Financial and insurance activities,CO2,Carbon Dioxide,222.3,,,,,
2012,Real estate activities,CO2,Carbon Dioxide,928.0,,,,,
2012,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,853.9",,,,,
2012,Administrative and support service activities,CO2,Carbon Dioxide,"2,904.6",,,,,
2012,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"5,954.7",,,,,
2012,Education,CO2,Carbon Dioxide,"2,917.9",,,,,
2012,Human health and social work activities,CO2,Carbon Dioxide,"4,643.9",,,,,
2012,"Arts, entertainment and recreation",CO2,Carbon Dioxide,853.3,,,,,
2012,Other service activities,CO2,Carbon Dioxide,920.2,,,,,
2012,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,30.3,,,,,
2012,Consumer expenditure,CO2,Carbon Dioxide,"140,310.0",,,,,
2013,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"7,050.6",,,,,
2013,Mining and quarrying,CO2,Carbon Dioxide,"17,333.1",,,,,
2013,Manufacturing,CO2,Carbon Dioxide,"89,826.9",,,,,
2013,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"163,255.8",,,,,
2013,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,410.3",,,,,
2013,Construction,CO2,Carbon Dioxide,"10,876.2",,,,,
2013,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"12,018.3",,,,,
2013,Transport and storage,CO2,Carbon Dioxide,"77,880.2",,,,,
2013,Accommodation and food services,CO2,Carbon Dioxide,"3,383.4",,,,,
2013,Information and communication,CO2,Carbon Dioxide,816.5,,,,,
2013,Financial and insurance activities,CO2,Carbon Dioxide,217.0,,,,,
2013,Real estate activities,CO2,Carbon Dioxide,939.4,,,,,
2013,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,786.1",,,,,
2013,Administrative and support service activities,CO2,Carbon Dioxide,"2,866.2",,,,,
2013,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"5,411.4",,,,,
2013,Education,CO2,Carbon Dioxide,"2,841.9",,,,,
2013,Human health and social work activities,CO2,Carbon Dioxide,"5,114.7",,,,,
2013,"Arts, entertainment and recreation",CO2,Carbon Dioxide,848.3,,,,,
2013,Other service activities,CO2,Carbon Dioxide,925.4,,,,,
2013,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,27.1,,,,,
2013,Consumer expenditure,CO2,Carbon Dioxide,"142,147.7",,,,,
2014,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"7,733.7",,,,,
2014,Mining and quarrying,CO2,Carbon Dioxide,"17,392.7",,,,,
2014,Manufacturing,CO2,Carbon Dioxide,"89,371.1",,,,,
2014,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"142,453.5",,,,,
2014,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,568.5",,,,,
2014,Construction,CO2,Carbon Dioxide,"11,302.2",,,,,
2014,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"11,958.7",,,,,
2014,Transport and storage,CO2,Carbon Dioxide,"82,677.9",,,,,
2014,Accommodation and food services,CO2,Carbon Dioxide,"2,974.5",,,,,
2014,Information and communication,CO2,Carbon Dioxide,768.7,,,,,
2014,Financial and insurance activities,CO2,Carbon Dioxide,194.2,,,,,
2014,Real estate activities,CO2,Carbon Dioxide,845.1,,,,,
2014,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,636.7",,,,,
2014,Administrative and support service activities,CO2,Carbon Dioxide,"2,816.6",,,,,
2014,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"4,817.7",,,,,
2014,Education,CO2,Carbon Dioxide,"2,442.2",,,,,
2014,Human health and social work activities,CO2,Carbon Dioxide,"4,496.1",,,,,
2014,"Arts, entertainment and recreation",CO2,Carbon Dioxide,770.4,,,,,
2014,Other service activities,CO2,Carbon Dioxide,845.3,,,,,
2014,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,30.0,,,,,
2014,Consumer expenditure,CO2,Carbon Dioxide,"130,013.9",,,,,
2015,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"7,891.2",,,,,
2015,Mining and quarrying,CO2,Carbon Dioxide,"19,073.3",,,,,
2015,Manufacturing,CO2,Carbon Dioxide,"86,669.5",,,,,
2015,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"126,418.4",,,,,
2015,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"3,776.6",,,,,
2015,Construction,CO2,Carbon Dioxide,"12,286.9",,,,,
2015,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"12,303.1",,,,,
2015,Transport and storage,CO2,Carbon Dioxide,"84,512.8",,,,,
2015,Accommodation and food services,CO2,Carbon Dioxide,"3,322.9",,,,,
2015,Information and communication,CO2,Carbon Dioxide,778.8,,,,,
2015,Financial and insurance activities,CO2,Carbon Dioxide,201.3,,,,,
2015,Real estate activities,CO2,Carbon Dioxide,900.7,,,,,
2015,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,698.9",,,,,
2015,Administrative and support service activities,CO2,Carbon Dioxide,"2,920.8",,,,,
2015,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"4,481.2",,,,,
2015,Education,CO2,Carbon Dioxide,"2,666.8",,,,,
2015,Human health and social work activities,CO2,Carbon Dioxide,"4,449.9",,,,,
2015,"Arts, entertainment and recreation",CO2,Carbon Dioxide,806.1,,,,,
2015,Other service activities,CO2,Carbon Dioxide,907.8,,,,,
2015,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,27.0,,,,,
2015,Consumer expenditure,CO2,Carbon Dioxide,"133,875.7",,,,,
2016,"Agriculture, forestry and fishing",CO2,Carbon Dioxide,"8,337.8",,,,,
2016,Mining and quarrying,CO2,Carbon Dioxide,"18,899.4",,,,,
2016,Manufacturing,CO2,Carbon Dioxide,"81,933.6",,,,,
2016,"Electricity, gas, steam and air conditioning supply",CO2,Carbon Dioxide,"105,008.1",,,,,
2016,"Water supply; sewerage, waste management and remediation activities",CO2,Carbon Dioxide,"4,257.2",,,,,
2016,Construction,CO2,Carbon Dioxide,"12,717.1",,,,,
2016,Wholesale and retail trade; repair of motor vehicles and motorcycles,CO2,Carbon Dioxide,"12,741.4",,,,,
2016,Transport and storage,CO2,Carbon Dioxide,"86,998.0",,,,,
2016,Accommodation and food services,CO2,Carbon Dioxide,"3,412.9",,,,,
2016,Information and communication,CO2,Carbon Dioxide,799.4,,,,,
2016,Financial and insurance activities,CO2,Carbon Dioxide,206.1,,,,,
2016,Real estate activities,CO2,Carbon Dioxide,933.4,,,,,
2016,"Professional, scientific and technical activities",CO2,Carbon Dioxide,"1,747.4",,,,,
2016,Administrative and support service activities,CO2,Carbon Dioxide,"3,052.2",,,,,
2016,Public administration and defence; compulsory social security,CO2,Carbon Dioxide,"4,372.8",,,,,
2016,Education,CO2,Carbon Dioxide,"2,618.8",,,,,
2016,Human health and social work activities,CO2,Carbon Dioxide,"4,656.2",,,,,
2016,"Arts, entertainment and recreation",CO2,Carbon Dioxide,828.6,,,,,
2016,Other service activities,CO2,Carbon Dioxide,932.5,,,,,
2016,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CO2,Carbon Dioxide,33.1,,,,,
2016,Consumer expenditure,CO2,Carbon Dioxide,"136,340.4",,,,,
